TAX_MAP,plat,lot,unit,CLASS,SHORT_DESC,FORMATED_ADDRESS,ZIP_POSTAL
095-0370-0000,95,370,0,2,2 -5 Family,13 Ortoleva Dr,02909
115-0369-0000,115,369,0,1,Single Family,57 Ophelia St,02909
118-0372-0000,118,372,0,1,Single Family,157 Sandringham Ave,02908
118-0324-0000,118,324,0,1,Single Family,28 College Rd,02908
116-0222-0000,116,222,0,1,Single Family,50 Farm St,02909
054-0926-0000,54,926,0,2,2 -5 Family,2 Dayton Ct,02905
044-0025-0579,44,25,579,23,Residential Condo,579 Public St Unit 579,NA
095-0690-0000,95,690,0,1,Single Family,8 Riverdale St,02909
122-0431-0000,122,431,0,1,Single Family,56 Gentian Ave,02908
091-0240-0000,91,240,0,2,2 -5 Family,164 Sixth St,02906
019-0102-0513,19,102,513,23,Residential Condo,200 Exchange St Unit 513,02903
117-0260-0000,117,260,0,2,2 -5 Family,360 River Ave,02908
104-0064-0000,104,64,0,1,Single Family,10 Priscilla Ave,02909
105-0365-0000,105,365,0,1,Single Family,76 Laban St,02909
129-0260-0000,129,260,0,1,Single Family,88 Samoset Ave,02908
124-0464-0000,124,464,0,1,Single Family,208 Isabella Ave,02908
097-0442-0000,97,442,0,1,Single Family,22 Christopher St,02904
122-0050-0000,122,50,0,1,Single Family,16 Brightwood Ave,02908
126-0187-0000,126,187,0,1,Single Family,41 Westmore St,02905
124-0280-0000,124,280,0,1,Single Family,195 Gentian Ave,02908
122-0562-0000,122,562,0,1,Single Family,69 Lynde St,NA
097-0024-0000,97,24,0,2,2 -5 Family,268 Langdon St,02904
096-0267-0000,96,267,0,2,2 -5 Family,620 Manton Ave,02909
116-0392-0000,116,392,0,1,Single Family,127 Farm St,02909
030-0684-0005,30,684,5,23,Residential Condo,37 Parkis Ave Unit 5,02907
098-0377-0000,98,377,0,2,2 -5 Family,27 Peter St,02904
116-0094-0000,116,94,0,1,Single Family,153 Home Ave,02909
112-0200-0000,112,200,0,2,2 -5 Family,302 Lowell Ave,02909
108-0372-0000,108,372,0,1,Single Family,181 Sterling Ave,02909
094-0105-0000,94,105,0,1,Single Family,139 Gray St,02909
121-0174-0000,121,174,0,1,Single Family,70 Ferncrest Blvd,02908
119-0220-0000,119,220,0,1,Single Family,19 Venice St,02904
129-0060-0000,129,60,0,1,Single Family,64 Victoria St,02909
107-0327-0000,107,327,0,2,2 -5 Family,128 Laban St,02909
099-0492-0000,99,492,0,2,2 -5 Family,59 Corina St,02904
039-0064-0008,39,64,8,23,Residential Condo,320 Wayland Ave Unit 8,02906
032-0455-0003,32,455,3,23,Residential Condo,1200 Westminster St Unit 3,02907
123-0374-0000,123,374,0,1,Single Family,128 Cumberland St,02904
124-0108-0000,124,108,0,1,Single Family,65 Funston Ave,02908
098-0167-0000,98,167,0,2,2 -5 Family,62 Langdon St,02904
019-0102-0618,19,102,618,23,Residential Condo,200 Exchange St Unit 618,02903
097-0747-0000,97,747,0,1,Single Family,199 Langdon St,02904
095-0008-0000,95,8,0,2,2 -5 Family,104 Sisson St,02908
103-0052-0000,103,52,0,1,Single Family,34 Iowa St,02904
097-0897-0000,97,897,0,1,Single Family,2 Shepard Ave,02904
118-0421-0002,118,421,2,23,Residential Condo,3 Hillview Ave Unit 2,02904
093-0161-0000,93,161,0,1,Single Family,117 Burlington St,02906
026-0367-0457,26,367,457,23,Residential Condo,1000 Providence Pl,NA
094-0094-0000,94,94,0,1,Single Family,156 Gray St,02909
129-0256-0000,129,256,0,1,Single Family,8 Marconi St,02908
091-0419-0000,91,419,0,1,Single Family,193 Chace Ave,02906
124-0176-0000,124,176,0,1,Single Family,40 Isabella Ave,02908
109-0460-0000,109,460,0,2,2 -5 Family,512 Union Ave,02909
019-0143-1807,19,143,1807,23,Residential Condo,109 West Exchange,02903
098-0015-0000,98,15,0,1,Single Family,12 Squanto St,02904
110-0002-0000,110,2,0,1,Single Family,115 Farmington Ave,02909
109-0400-0000,109,400,0,2,2 -5 Family,465 Union Ave,02909
094-0745-0000,94,745,0,1,Single Family,105 Hillcrest Ave,02909
116-0402-0000,116,402,0,1,Single Family,85 Farm St,02909
040-0076-0001,40,76,1,23,Residential Condo,37 Clarendon Ave Unit 1,02906
115-0032-0000,115,32,0,1,Single Family,22 Myra St,02909
104-0176-0000,104,176,0,2,2 -5 Family,36 Priscilla Ave,02909
124-0456-0000,124,456,0,1,Single Family,153 Isabella Ave,02908
122-0004-0000,122,4,0,1,Single Family,595 Mount Pleasant Ave,02908
124-0179-0000,124,179,0,1,Single Family,72 Kentland Ave,02908
097-0247-0000,97,247,0,2,2 -5 Family,73 Hagan St,02904
109-0177-0000,109,177,0,2,2 -5 Family,82 Simmons St,02909
115-0066-0000,115,66,0,1,Single Family,15 Sunset Ave,02909
107-0599-0000,107,599,0,1,Single Family,8 Queen St,02909
032-0412-0004,32,412,4,23,Residential Condo,424 Broadway St Unit 4,02909
095-0565-0000,95,565,0,1,Single Family,101 Lynch St,02909
028-1062-0000,28,1062,0,1,Single Family,50 Knight St,02909
123-0028-0000,123,28,0,2,2 -5 Family,139 Veazie St,02904
008-0238-0002,8,238,2,23,Residential Condo,137 Doyle Ave Unit 2,02906
116-0323-0000,116,323,0,1,Single Family,95 Kimball St,02909
095-0437-0000,95,437,0,1,Single Family,75 Brush Hill Rd,02909
105-0199-0000,105,199,0,1,Single Family,33 Huldah St,02909
102-0132-0000,102,132,0,2,2 -5 Family,909 Douglas Ave,02904
116-0052-0000,116,52,0,1,Single Family,407 Academy Ave,02908
112-0423-0000,112,423,0,1,Single Family,80 Dedham St,02909
104-0140-0000,104,140,0,2,2 -5 Family,199 Webster Ave,02909
091-0569-0000,91,569,0,1,Single Family,151 Tenth St,02906
113-0040-0000,113,40,0,1,Single Family,45 Kinfield St,02909
093-0192-0000,93,192,0,1,Single Family,12 Holly St,02906
093-0063-0000,93,63,0,1,Single Family,254 Fourth St,02906
017-0654-0000,17,654,0,1,Single Family,183 Power St,02906
123-0007-0000,123,7,0,2,2 -5 Family,55 Veazie St,02904
030-0680-0308,30,680,308,23,Residential Condo,300 Pearl St Unit 308,02907
073-0121-0001,73,121,1,23,Residential Condo,91 Fourth St Unit 1,02906
099-0393-0000,99,393,0,1,Single Family,54 Messina St,02904
108-0135-0000,108,135,0,2,2 -5 Family,174 Laurel Hill Ave,02909
094-0003-0000,94,3,0,1,Single Family,240 Sisson St,02909
010-0709-0000,10,709,0,1,Single Family,78 Congdon St,02906
118-0027-0000,118,27,0,1,Single Family,19 Balmoral Ave,02908
091-0325-0000,91,325,0,1,Single Family,138 Ninth St,02906
116-0209-0000,116,209,0,1,Single Family,75 Metropolitan Rd,02909
096-0098-0000,96,98,0,1,Single Family,36 Glenbridge Ave,02909
063-0590-0000,63,590,0,1,Single Family,55 Hyat St,02909
019-0102-0906,19,102,906,23,Residential Condo,100 Exchange St Unit 0906,02903
092-0279-0000,92,279,0,1,Single Family,48 Harwich Rd,02906
009-0593-00A2,9,593,00A2,23,Residential Condo,2 Pratt St Unit A2,02906
109-0218-0000,109,218,0,2,2 -5 Family,133 Daniel Ave,02909
030-0694-0000,30,694,0,1,Single Family,20 Bridgham St,02907
089-0154-0000,89,154,0,2,2 -5 Family,1158 Elmwood Ave,02905
091-0603-0000,91,603,0,1,Single Family,56 Greaton,02906
104-0381-0000,104,381,0,2,2 -5 Family,206 Dora St,02909
115-0427-0000,115,427,0,1,Single Family,162 Eliza St,02909
111-0081-0000,111,81,0,1,Single Family,805 Plainfield St,02909
122-0308-0000,122,308,0,1,Single Family,81 Gentian Ave,02908
087-1109-0000,87,1109,0,1,Single Family,149 Massachusetts Ave,02905
094-0692-0000,94,692,0,1,Single Family,170 Ortoleva Dr,02909
125-0175-0000,125,175,0,1,Single Family,37 Santiago St,02905
116-0311-0000,116,311,0,1,Single Family,120 Bolton Ave,02909
091-0483-0000,91,483,0,1,Single Family,17 Twelfth St,02906
092-0152-0765,92,152,765,23,Residential Condo,767 Blackstone Blvd,02906
108-0011-0000,108,11,0,2,2 -5 Family,57 Lowell Ave,02909
006-0163-0003,6,163,3,23,Residential Condo,81 Larch St Unit 3,02906
036-0114-0003,36,114,3,23,Residential Condo,19 Wood St Unit 3,02907
123-0265-0000,123,265,0,2,2 -5 Family,31 Durham St,02904
109-0570-0000,109,570,0,2,2 -5 Family,116 Daniel Ave,02909
097-0058-0000,97,58,0,1,Single Family,50 Udell St,02904
105-0148-0000,105,148,0,2,2 -5 Family,36 Huldah St,02909
117-0023-0008,117,23,8,23,Residential Condo,97 Wyndham Ave,02908
094-0460-0000,94,460,0,2,2 -5 Family,158 Lynch St,02909
099-0288-0000,99,288,0,1,Single Family,10 Columbus St,02908
102-0205-0000,102,205,0,1,Single Family,259 Veazie St,02904
091-0030-0000,91,30,0,1,Single Family,129 Chace Ave,02906
093-0290-0000,93,290,0,1,Single Family,6 Wingate Rd,02906
126-0146-0000,126,146,0,1,Single Family,28 Togansett Rd,02905
118-0358-0000,118,358,0,1,Single Family,22 La Salle Dr,02908
122-0097-0000,122,97,0,1,Single Family,103 Kentland Ave,02908
117-0456-0000,117,456,0,2,2 -5 Family,32 Parkway Ave,02908
091-0529-0000,91,529,0,2,2 -5 Family,57 Eleventh St,02906
096-0197-0000,96,197,0,2,2 -5 Family,51 Fairfield Ave,02909
117-0357-0000,117,357,0,1,Single Family,40 Wyndham Ave,02908
094-0217-0000,94,217,0,2,2 -5 Family,226 Gray St,02909
116-0371-0000,116,371,0,2,2 -5 Family,44 Webb St,02909
093-0124-0000,93,124,0,1,Single Family,75 Lauriston St,02906
121-0049-0000,121,49,0,1,Single Family,37 Basswood Ave,02908
007-0364-0002,7,364,2,23,Residential Condo,40 Taft Ave Unit 2,02906
109-0311-0000,109,311,0,2,2 -5 Family,42 Westerly Ave,02909
109-0430-0000,109,430,0,2,2 -5 Family,525 Union Ave,02909
122-0389-0000,122,389,0,1,Single Family,105 Modena Ave,02908
041-0042-0006,41,42,6,23,Residential Condo,120 South Angell Unit 6,02906
102-0053-0000,102,53,0,2,2 -5 Family,31 Vicksburg St,02904
104-0694-0000,104,694,0,1,Single Family,60 Cumerford St,02909
009-0292-0002,9,292,2,23,Residential Condo,145 Prospect St Unit 2,02906
108-0491-0000,108,491,0,1,Single Family,18 Dunford St,02909
098-0222-0000,98,222,0,1,Single Family,140 Greeley St,02904
109-0428-0000,109,428,0,1,Single Family,531 Union Ave,02909
030-0439-0486,30,439,486,23,Residential Condo,48 Parkis Ave Unit 486,02907
019-0143-2002,19,143,2002,23,Residential Condo,1 West Exchange Unit 2002,02903
107-0183-0000,107,183,0,2,2 -5 Family,194 Laban St,02909
095-0376-0000,95,376,0,1,Single Family,45 Ortoleva Dr,02909
093-0271-0000,93,271,0,1,Single Family,61 Westford Rd,02906
017-0350-0006,17,350,6,23,Residential Condo,331 Williams St Unit 6,02906
048-1150-0000,48,1150,0,2,2 -5 Family,31 Miner St,02905
093-0096-0000,93,96,0,1,Single Family,578 Elmgrove Ave,02906
091-0598-0000,91,598,0,1,Single Family,34 Greaton,02906
005-0351-000B,5,351,000B,23,Residential Condo,66 Woodbine St Unit B,02906
039-0713-0000,39,713,0,1,Single Family,10 Orchard Ave,02906
091-0277-0000,91,277,0,1,Single Family,940 Hope St,02906
093-0334-0000,93,334,0,1,Single Family,357 Slater Ave,02906
036-0120-0003,36,120,3,23,Residential Condo,79 Hudson St Unit 3,02907
095-0080-0000,95,80,0,1,Single Family,67 Sisson St,02909
027-0001-0303,27,1,303,23,Residential Condo,532 Kinsley Ave Unit 303,02909
120-0121-0000,120,121,0,1,Single Family,188 Oakland Ave,02908
094-0181-0000,94,181,0,1,Single Family,225 Gray St,02909
102-0241-000F,102,241,000F,23,Residential Condo,10 Burleigh St,02904
118-0204-0000,118,204,0,1,Single Family,455 Sharon St,02908
129-0033-0000,129,33,0,2,2 -5 Family,1417 Chalkstone Ave,02909
114-0201-0000,114,201,0,1,Single Family,25 Stella St,02909
122-0345-0000,122,345,0,1,Single Family,156 Modena Ave,02908
028-1065-R308,28,1065,R308,23,Residential Condo,333 Atwells Ave Unit R308,02909
103-0017-0000,103,17,0,1,Single Family,201 Woodward Rd,02904
094-0387-0000,94,387,0,1,Single Family,1562 Chalkstone Ave,02909
104-0203-0000,104,203,0,1,Single Family,223 Wallace St,02909
109-0139-0000,109,139,0,1,Single Family,100 Murray St,02909
095-0021-0000,95,21,0,1,Single Family,23 Maynard St,02909
118-0004-0000,118,4,0,1,Single Family,165 Sandringham Ave,02908
092-0010-0000,92,10,0,1,Single Family,143 Lorimer Ave,02906
117-0169-0000,117,169,0,1,Single Family,104 Rankin Ave,02908
099-0350-0000,99,350,0,2,2 -5 Family,69 Lancashire St,02904
015-0481-003N,15,481,003N,23,Residential Condo,145 Butler Ave Unit 3N,02906
122-0264-0000,122,264,0,1,Single Family,1 Ravenswood,02908
019-0102-0818,19,102,818,23,Residential Condo,200 Exchange St Unit 818,02903
110-0195-0000,110,195,0,1,Single Family,59 Murray St,02909
095-0219-0000,95,219,0,1,Single Family,106 Gray St,02909
095-0240-0000,95,240,0,2,2 -5 Family,1063 Atwells Ave,02909
020-0186-003B,20,186,003B,23,Residential Condo,82 Orange St Unit 3B,02903
104-0475-0000,104,475,0,2,2 -5 Family,264 Webster Ave,02909
095-0040-0000,95,40,0,1,Single Family,58 Sisson St,02909
115-0351-0000,115,351,0,1,Single Family,60 Ophelia St,02909
094-0592-0000,94,592,0,2,2 -5 Family,1434 Chalkstone Ave,02909
128-0135-0000,128,135,0,2,2 -5 Family,12 Rialto St,02909
102-0156-0000,102,156,0,1,Single Family,268 Veazie St,02904
039-0250-0002,39,250,2,23,Residential Condo,309 Wayland Ave Unit 2,02906
104-0488-0000,104,488,0,1,Single Family,106 Priscilla Ave,02909
104-0039-0000,104,39,0,2,2 -5 Family,200 Sterling Ave,02909
107-0041-0000,107,41,0,1,Single Family,48 Ida St,02909
094-0263-0000,94,263,0,2,2 -5 Family,125 Brush Hill Rd,02908
059-0887-0000,59,887,0,2,2 -5 Family,16 Carr St,02905
108-0235-0000,108,235,0,2,2 -5 Family,119 Webster Ave,02909
123-0203-0000,123,203,0,1,Single Family,88 Gloucester St,02904
025-0249-0001,25,249,1,23,Residential Condo,711 Westminster St Unit 1,02909
110-0460-0001,110,460,1,23,Residential Condo,52 Nancy St Unit 1,02909
112-0221-0000,112,221,0,1,Single Family,218 Lowell Ave,02909
098-0313-0000,98,313,0,2,2 -5 Family,89 Opper St,02904
104-0627-0000,104,627,0,2,2 -5 Family,31 Cumerford St,02909
118-0016-0000,118,16,0,2,2 -5 Family,18 Balmoral Ave,02908
101-0133-0000,101,133,0,1,Single Family,62 Georgia Ave,02905
097-0068-0000,97,68,0,1,Single Family,48 Prosper St,02904
094-0139-0000,94,139,0,1,Single Family,209 Unit St,02909
116-0575-0000,116,575,0,1,Single Family,124 Waller St,02909
014-0589-309N,14,589,309N,23,Residential Condo,1 Wayland Ave Unit 309N,02906
119-0099-0000,119,99,0,1,Single Family,19 August St,02904
117-0135-0000,117,135,0,1,Single Family,159 Sharon St,02908
093-0309-0000,93,309,0,1,Single Family,498 Cole Ave,02906
091-0540-0000,91,540,0,1,Single Family,158 Tenth St,02906
127-0032-0000,127,32,0,1,Single Family,13 St Thomas St,02909
110-0050-0000,110,50,0,2,2 -5 Family,60 Mercy St,02909
117-0295-0000,117,295,0,1,Single Family,21 Whitford Ave,02908
071-0602-0002,71,602,2,23,Residential Condo,82 Silver Spring St Unit 2,02904
121-0251-0000,121,251,0,1,Single Family,1 Elmcrest Ave,02908
110-0134-0000,110,134,0,1,Single Family,37 Mercy St,NA
019-0102-1213,19,102,1213,23,Residential Condo,200 Exchange St,02903
063-0585-002A,63,585,002A,23,Residential Condo,8 Bosworth St Unit 2A,02909
095-0619-0000,95,619,0,2,2 -5 Family,65 Leah St,02909
097-0599-0000,97,599,0,1,Single Family,99 Raphael Ave,02904
123-0452-0000,123,452,0,1,Single Family,13 Gloucester St,02904
095-0274-0000,95,274,0,2,2 -5 Family,9 Lynch St,02909
122-0496-0000,122,496,0,1,Single Family,1256 Smith St,02908
027-0001-0105,27,1,105,23,Residential Condo,532 Kinsley Ave Unit 105,02909
122-0384-0000,122,384,0,1,Single Family,79 Modena Ave,02908
036-0293-0002,36,293,2,23,Residential Condo,24 Wood St Unit 2,02907
104-0497-0000,104,497,0,2,2 -5 Family,10 Elmdale Ave,02909
099-0116-0000,99,116,0,2,2 -5 Family,70 Sherwood St,02904
124-0060-0000,124,60,0,1,Single Family,150 Texas Ave,02908
122-0151-0000,122,151,0,1,Single Family,57 Longwood Ave,02908
101-0054-0000,101,54,0,1,Single Family,43 Toronto Ave,02905
118-0235-0000,118,235,0,1,Single Family,285 Sharon St,02908
014-0589-105N,14,589,105N,23,Residential Condo,1 Wayland Ave Unit 105N,02906
019-0102-1614,19,102,1614,23,Residential Condo,200 Exchange St,02903
115-0193-0000,115,193,0,1,Single Family,291 Killingly St,02909
094-0062-0000,94,62,0,1,Single Family,10 Lucy St,02909
026-0367-0180,26,367,180,23,Residential Condo,1000 Providence Pl,NA
097-0423-0000,97,423,0,1,Single Family,15 Christopher St,02904
089-0407-0007,89,407,7,23,Residential Condo,102 Dixon St Unit 7,02907
129-0143-0000,129,143,0,1,Single Family,16 Samoset Ave,02909
113-0172-0000,113,172,0,1,Single Family,21 Hilarity St,02909
104-0016-0000,104,16,0,2,2 -5 Family,55 Terrace Ave,02909
102-0112-0000,102,112,0,1,Single Family,5 Moy St,02904
079-0702-0000,79,702,0,2,2 -5 Family,140 Seamans St,02908
093-0220-0000,93,220,0,1,Single Family,14 Wingate Rd,02906
093-0207-0000,93,207,0,1,Single Family,435 Rochambeau Ave,02906
122-0504-0000,122,504,0,1,Single Family,585 Mount Pleasant Ave,02908
091-0152-0000,91,152,0,1,Single Family,182 Chace Ave,02906
093-0095-0000,93,95,0,2,2 -5 Family,49 Lorimer Ave,02906
089-0080-0000,89,80,0,1,Single Family,73 Dixon St,02905
092-0255-0000,92,255,0,1,Single Family,19 North Ave,02906
102-0211-0000,102,211,0,2,2 -5 Family,87 Hyacinth St,02904
110-0279-0000,110,279,0,1,Single Family,721 Union Ave,02909
113-0165-0000,113,165,0,1,Single Family,49 Hilarity St,02909
108-0312-0000,108,312,0,2,2 -5 Family,231 Roosevelt St,02909
014-0589-204N,14,589,204N,23,Residential Condo,1 Wayland Ave Unit 204N,02906
116-0346-0000,116,346,0,1,Single Family,11 Webb St,02909
107-0383-0000,107,383,0,2,2 -5 Family,71 Webster Ave,02909
116-0506-0000,116,506,0,1,Single Family,12 Nelson St,02908
115-0450-0000,115,450,0,1,Single Family,111 Killingly St,02909
109-0137-0000,109,137,0,2,2 -5 Family,39 Sophia St,02909
097-0670-0000,97,670,0,1,Single Family,22 Smart St,02904
102-0186-0000,102,186,0,2,2 -5 Family,764 Branch Ave,02904
122-0534-0000,122,534,0,1,Single Family,69 Hilary Dr,02908
026-0367-0227,26,367,227,23,Residential Condo,1000 Providence Pl,NA
091-0633-0000,91,633,0,1,Single Family,59 Hillside Ave,02906
103-0105-0000,103,105,0,1,Single Family,161 Woodward Rd,02904
117-0018-0000,117,18,0,1,Single Family,25 Wyndham Ave,02908
096-0310-0000,96,310,0,2,2 -5 Family,27 Glenbridge Ave,02909
087-0687-0000,87,687,0,1,Single Family,112 Indiana Ave,02905
111-0083-022B,111,83,022B,23,Residential Condo,22 Sunset Ave,02909
091-0666-0002,91,666,2,23,Residential Condo,72 Eleventh St,02906
120-0307-0000,120,307,0,2,2 -5 Family,39 Pinehurst Ave,02908
116-0186-0000,116,186,0,1,Single Family,80 Bolton Ave,02909
026-0367-0404,26,367,404,23,Residential Condo,1000 Providence Pl,NA
014-0587-0002,14,587,2,23,Residential Condo,59 E George St Unit 2,NA
123-0249-0000,123,249,0,1,Single Family,77 Durham St,02904
120-0346-0000,120,346,0,1,Single Family,121 Tyndall Ave,02908
097-0504-0000,97,504,0,1,Single Family,17 Victor Emanue,02904
088-0055-0000,88,55,0,1,Single Family,35 Depew St,02905
112-0319-0000,112,319,0,2,2 -5 Family,18 Alverson Ave,02909
007-0010-0003,7,10,3,23,Residential Condo,507 Morris Ave,02906
120-0014-0000,120,14,0,1,Single Family,775 Smith St,02908
069-0495-0001,69,495,1,23,Residential Condo,4 Mansfield St Unit 1,02908
014-0589-210S,14,589,210S,23,Residential Condo,1 Wayland Ave Unit 210S,02906
097-0613-0000,97,613,0,1,Single Family,126 Raphael Ave,02904
113-0153-0000,113,153,0,1,Single Family,97 Hilarity St,02909
093-0130-0000,93,130,0,2,2 -5 Family,103 Lauriston St,02906
097-0128-0000,97,128,0,1,Single Family,174 Langdon St,02904
104-0438-0000,104,438,0,1,Single Family,79 Elmdale Ave,02909
006-0611-0000,6,611,0,2,2 -5 Family,26 Larch St,02906
114-0067-0000,114,67,0,1,Single Family,59 Celia St,02909
025-0166-007A,25,166,007A,23,Residential Condo,100 Fountain St Unit 7A,02903
010-0055-0003,10,55,3,23,Residential Condo,188 Benefit St Unit 3,02906
028-0222-0006,28,222,6,23,Residential Condo,58 Sutton St Unit 6,02909
109-0359-0000,109,359,0,2,2 -5 Family,8 Hauxhurst St,02909
097-0184-0000,97,184,0,2,2 -5 Family,159 Langdon St,02904
032-0558-0005,32,558,5,23,Residential Condo,169 Courtland St Unit 5,02909
124-0004-0000,124,4,0,1,Single Family,170 Gentian Ave,02908
122-0215-0000,122,215,0,1,Single Family,68 Lennon St,02908
121-0016-0000,121,16,0,1,Single Family,33 Homefield Ave,02908
107-0166-0000,107,166,0,2,2 -5 Family,140 Laurel Hill Ave,02909
065-0977-H22A,65,977,H22A,23,Residential Condo,75 Eagle St Unit H22A,02909
117-0439-0000,117,439,0,1,Single Family,19 Biltmore Ave,02908
110-0108-0000,110,108,0,2,2 -5 Family,68 Murray St,02909
129-0224-0000,129,224,0,2,2 -5 Family,30 Standish Ave,02909
091-0668-0000,91,668,0,1,Single Family,114 Chace Ave,02906
091-0363-0000,91,363,0,1,Single Family,132 Bayard St,02906
094-0707-0000,94,707,0,1,Single Family,21 Imera Ave,02909
124-0040-0000,124,40,0,1,Single Family,87 Texas Ave,02908
117-0265-0000,117,265,0,2,2 -5 Family,384 River Ave,02908
112-0036-0000,112,36,0,2,2 -5 Family,32 Merino St,02909
108-0021-0000,108,21,0,1,Single Family,15 Lowell Ave,02909
108-0342-0000,108,342,0,2,2 -5 Family,192 Roosevelt St,02909
104-0515-0000,104,515,0,1,Single Family,279 Union Ave,02909
112-0352-0000,112,352,0,1,Single Family,42 Dedham Ave,02909
104-0356-0000,104,356,0,2,2 -5 Family,117-119 Dora St,02909
109-0532-0000,109,532,0,1,Single Family,119 Prudence Ave,02909
097-0783-0000,97,783,0,2,2 -5 Family,31 Jasper St,02904
102-0149-0000,102,149,0,1,Single Family,30 O Neil St,02904
095-0409-0000,95,409,0,2,2 -5 Family,44 Ortoleva Dr,02909
116-0737-0000,116,737,0,2,2 -5 Family,58 Waller St,02909
116-0454-0000,116,454,0,1,Single Family,23 Lindy Ave,02909
104-0236-0000,104,236,0,2,2 -5 Family,112 Wallace St,02909
094-0174-0000,94,174,0,2,2 -5 Family,1322 Chalkstone Ave,02908
123-0424-0000,123,424,0,1,Single Family,71 Gloucester St,02904
095-0716-0000,95,716,0,1,Single Family,176 Fairview St,02909
049-0610-0000,49,610,0,2,2 -5 Family,20 Hawthorne St,02907
014-0591-0001,14,591,1,23,Residential Condo,60 East Manning St,02906
120-0413-0000,120,413,0,2,2 -5 Family,86 Huxley Ave,02908
108-0198-0000,108,198,0,2,2 -5 Family,11 Viola St,02909
116-0539-0000,116,539,0,1,Single Family,110 Metropolitan Rd,02909
030-0706-0000,30,706,0,2,2 -5 Family,15 Arch St,02907
107-0054-0000,107,54,0,2,2 -5 Family,31 Grover St,02909
127-0010-0000,127,10,0,1,Single Family,14 St Thomas St,02909
112-0387-0000,112,387,0,1,Single Family,128 Petteys Ave,02909
096-0009-0000,96,9,0,1,Single Family,15 Riverdale St,02909
118-0389-0000,118,389,0,1,Single Family,54 Stonelaw Ave,02908
019-0143-1803,19,143,1803,23,Residential Condo,1 West Exchange Unit 1803,02903
117-0550-0000,117,550,0,1,Single Family,2 Rosebank Dr,02908
113-0199-0000,113,199,0,1,Single Family,96 Bowlet St,02909
107-0145-0000,107,145,0,2,2 -5 Family,515 Plainfield St,02909
097-0607-0000,97,607,0,1,Single Family,135 Raphael Ave,02904
087-0808-0000,87,808,0,1,Single Family,131 California Ave,02905
092-0075-0000,92,75,0,2,2 -5 Family,69 Ogden St,02906
115-0619-0000,115,619,0,1,Single Family,14 Milo St,02909
122-0413-0000,122,413,0,1,Single Family,11 Lotus Pl,02908
019-0143-1702,19,143,1702,23,Residential Condo,1 West Exchange Unit 1702,02903
107-0076-0000,107,76,0,2,2 -5 Family,191 Cleveland St,02909
116-0150-0000,116,150,0,2,2 -5 Family,100 Kimball St,02909
116-0687-0000,116,687,0,1,Single Family,67 Standish Ave,02909
112-0224-0000,112,224,0,2,2 -5 Family,206 Lowell Ave,02909
105-0285-0000,105,285,0,2,2 -5 Family,52 Bancroft St,02909
111-0060-0000,111,60,0,1,Single Family,33 Lecia Dr,02909
099-0214-0000,99,214,0,1,Single Family,51 Sherwood St,02904
114-0292-0000,114,292,0,1,Single Family,66 Kinfield St,02909
073-0281-0002,73,281,2,23,Residential Condo,202 Rochambeau Ave Unit 2,02906
122-0466-0000,122,466,0,1,Single Family,42 Callan St,02908
108-0253-0000,108,253,0,2,2 -5 Family,62 Dorchester Ave,02909
098-0282-0000,98,282,0,1,Single Family,34 Paul St,02904
043-1024-0000,43,1024,0,1,Single Family,83 Waldo St,02907
112-0256-0000,112,256,0,1,Single Family,17 Jewell St,02909
090-0152-0000,90,152,0,1,Single Family,76 Netop Dr,02905
122-0518-0000,122,518,0,1,Single Family,96 Hilary Dr,02908
029-0122-0404,29,122,404,23,Residential Condo,755 Westminster St Unit 0404,02905
104-0339-0000,104,339,0,2,2 -5 Family,45 Dora St,02909
107-0093-0000,107,93,0,2,2 -5 Family,196 Cleveland St,02909
107-0273-0000,107,273,0,2,2 -5 Family,166 Eastwood Ave,02909
023-0978-0000,23,978,0,1,Single Family,451 Friendship St,02905
107-0342-0000,107,342,0,2,2 -5 Family,122 Eastwood Ave,02909
091-0260-0000,91,260,0,1,Single Family,135 Hillside Ave,02906
091-0451-0000,91,451,0,1,Single Family,155 Hillside Ave,02906
113-0125-0000,113,125,0,1,Single Family,101 Barbara St,02909
096-0150-0000,96,150,0,2,2 -5 Family,25 Edgemere Ave,02909
094-0636-0000,94,636,0,1,Single Family,126 Sisson St,NA
095-0522-0000,95,522,0,2,2 -5 Family,34 Woodside Ave,02909
101-0084-0000,101,84,0,1,Single Family,46 Toronto Ave,02905
107-0367-0000,107,367,0,2,2 -5 Family,91 Whittier Ave,02909
104-0345-0000,104,345,0,2,2 -5 Family,69 Dora St,02909
114-0130-0000,114,130,0,2,2 -5 Family,37 Middleton St,02909
118-0201-0000,118,201,0,1,Single Family,600 River Ave,02908
095-0206-0000,95,206,0,1,Single Family,93 Parnell St,02909
117-0318-0000,117,318,0,2,2 -5 Family,15 Fairbanks St,02908
117-0197-0000,117,197,0,1,Single Family,228 Rankin Ave,02908
112-0404-0000,112,404,0,1,Single Family,43 Killingly St,02909
107-0226-0000,107,226,0,2,2 -5 Family,136 Cleveland St,02909
108-0410-0000,108,410,0,2,2 -5 Family,164 Webster Ave,02909
122-0441-0000,122,441,0,1,Single Family,14 Callan St,02908
028-0831-0003,28,831,3,23,Residential Condo,151 Vinton St Unit 3,02909
108-0447-0000,108,447,0,2,2 -5 Family,26 Pocasset Ave,02909
